name,latitude,longitude
Dacia,47.84329,26.69692
Dacia,47.73337,22.6567
Dacia,46.00918,25.15345
Dăbuleni,43.8,24.08333
Dăbâceni,47.30272,23.60092
Dăbâca,46.98333,23.66667
Cuzniţa,45.55,22.15
Cuzlău,48.23972,26.67716
Cuza Vodă,48.18652,26.69609
Cuza Vodă,47.23639,27.57393
Cuza Vodă,46.89478,27.41027
Cuza Vodă,45.59595,27.79267
Cuza Vodă,45.39017,27.44838
Cuza Vodă,44.92513,27.73273
Cuza Vodă,44.73881,25.6001
Cuza Vodă,44.70565,24.57745
Cuza Vodă,44.28773,28.31005
Cuza Vodă,44.26667,27.26667
Cuza Vodă,44.26667,25.51667
Cuzăplac,46.96667,23.2
Cuzap,47.20288,22.41523
Cuvin,46.17001,21.5936
Cuveșdia,45.95232,21.68171
Cutuș,45.82625,25.46761
Cutiș,46.95206,23.01902
Cutina,45.82899,21.92873
Cutin,45.80958,22.76925
Cutca,47.03193,24.07928
Cuța,47.53918,23.00735
Cut,46.88258,26.41928
Cut,45.93972,23.66719
Cusuiuş,46.56667,22.41667
Custura,47.2589,23.85336
Custura,45.29408,27.44648
Cuștelnic,46.33896,24.31177
Cușmed,46.47572,25.04603
Cușma,47.13011,24.70497
Cuzdrioara,47.16667,23.91667
Curtuiușu Mic,47.54299,23.62531
Curtuiușu Mare,47.42743,23.44777
Curtuiușu Dejului,47.21671,23.68174
Curtuișeni,47.54633,22.20263
Curtișoara,45.10419,23.36092
Curtişoara,44.5,24.33333
Curtișoara,44.51158,23.94347
Curtici,46.35,21.3
Curteşti,47.71667,26.65
Curteni,46.59999,27.93443
Curteni,46.59436,24.57501
Curteanca,44.57585,24.93007
Curteana,44.95524,23.4469
Curtea de Argeş,45.13422,24.67409
Curtea,45.81667,22.3
Curtea,44.96405,24.13452
Cursești-Vale,46.72057,27.37775
Cursaru,44.67602,23.43195
Curpen,45.15715,23.25903
Curpenii Silvașului,45.65486,22.82139
Curpeni,45.98457,23.28246
Curpenelu,45.15,23.28333
Curmetea,46.3,23.53333
Curmătură,46.33681,23.21419
Curmătura,45.3809,26.29671
Curmătura,45.15073,26.12848
Curmătura,44.7,21.85
Curmătura,44.0031,23.63884
Curița,46.19099,26.71232
Curețe,46.74117,24.43177
Curechiu,46.09782,22.96958
Curechiștea,47.13405,26.41439
Cureaua,43.88333,23.2
Curcubeu,44.76261,26.14405
Curciu,46.24431,24.40725
Curcani,44.2,26.58333
Curcani,43.99873,28.09696
Curcănești,45.30734,26.5242
Curăturile,45.06722,24.17696
Curăturile,44.83333,24.76667
Curături,47.0255,27.56632
Curături,46.33056,23.06391
Curătești,44.27777,26.8364
Curăţele,46.7,22.41667
Curăreşti,44.65,24.26667
Curagău,47.05856,27.7547
Cuptoare,45.26159,21.9688
Cuptoare,45.01076,22.30845
Cupşeni,47.55,23.93333
Cupele,44.50472,25.5283
Cuparu,44.72298,25.40075
Cununschi,47.78923,25.35162
Cunța,45.92506,23.7228
Cungrişoara,44.81667,24.48333
Cungrea,44.88382,24.49109
Cungrea,44.66667,24.38333
Cunești,44.22232,27.17726
Cund,46.27278,24.51229
Cumpătu,45.35,25.55
Cumpărătura,47.56333,26.27418
Cumpăna,44.23333,25.86667
Cumpăna,45.45,24.6
Cumpăna,44.11667,28.56667
Culpiu,46.63961,24.43258
Culea,44.38333,26.2
Culdești,46.38076,22.95207
Culciu Mic,47.76667,23.03333
Culciu Mare,47.75546,23.06041
Culcea,47.56609,23.55536
Cula,44.91667,23.53333
Cujmiru Mic,44.19008,22.92608
Cujmir,44.20667,22.92667
Cujbic,46.55,26.83333
Cujbeni,47.25,26.05
Cujba,46.95696,27.66546
Cuiugiuc,44.04688,27.52839
Cuieșd,47.11143,22.29485
Cuieşd,46.60063,24.47625
Cuieș,45.9587,22.641
Cuied,46.33832,22.02164
Cuib,45.13248,26.07705
Cuiaș,45.99844,22.29236
Cugir,45.83651,23.36998
Cufuritu,44.88333,26.65
Cufoaia,47.47924,23.80338
Cueni,44.89321,24.08203
Cuejdiu,46.9904,26.29455
Cudalbi,45.78333,27.7
Cucuteni-Răzeşi,47.76667,27.11667
Cucuteni,47.77914,27.13766
Cucuteni,47.28333,26.93333
Cucuteni,47.1503,27.42109
Cucuteni,45.11585,25.40135
Cucuta,45.98938,23.25751
Cucuruzu,44.0802,25.73242
Cucuruz,44.11667,27.93333
Cucu-Mărtineşti,47.78333,22.93333
Cuculiciu,45.11667,24.06667
Cuculeşti,45.28333,26.36667
Cuculești,44.82419,24.04417
Cuculeasa,45.28152,27.00739
Cucuiș,45.7704,23.27709
Cucuieţi-Moară,44.33333,26.38333
Cucuieți,44.33102,26.39402
Cucueţii de sub Măgură,45.9,26.95
Cucuieți,46.5898,26.52875
Cucuieți,46.32731,26.55504
Cucueţi,45.91667,26.98333
Cucueți,44.61192,24.34658
Cucueți,44.18432,24.94826
Cucuceni,46.56527,22.42461
Cucu,47.78619,22.96729
Cucova,47.16059,26.91696
Cucova,46.25422,27.04475
Cucoşi,46.86667,26.8
Cucorăni,47.78266,26.51664
Cucoiu,45.40506,24.38659
Cuciulata,45.94389,25.27541
Cuciulat,47.32494,23.42336
Cuci,46.82819,27.19789
Cuci,46.46667,24.15
Cuci,44.81667,23.96667
Cuchiniș,46.52579,26.16971
Cuceu,47.26596,23.19745
Cucești,45.02341,24.06406
Cucerdea,46.4,24.26667
Cuca,45.73333,27.88333
Cuca,44.95,24.51667
Cubulcut,47.3227,22.18648
Cubleşu Someşan,47.05,23.63333
Cubleșu,46.93217,23.31912
Cselye,46.46667,25.0
Crușovu,43.92473,24.41486
Crușovița,44.68273,21.81733
Crușovăț,44.99676,22.32061
Crușeț,44.63333,23.66667
Cruşeţelu,44.65,23.66667
Crunți,44.66081,27.11118
Crucişor,47.68333,23.25
Crucișoara,44.82341,24.66141
Cruceru,45.55,27.56667
Cruceru,44.56667,25.75
Cruceni,46.06912,21.33595
Cruceni,45.47324,20.87892
Cruceanu,46.09361,27.80276
Crucea Giurcă,44.38333,27.15
Crucea de Sus,45.91747,27.0833
Crucea de Piatră,46.25,26.8
Crucea de Piatră,44.15841,26.00208
Crucea de Jos,45.89636,27.10153
Crucea,47.35,25.61667
Crucea,47.16567,27.17093
Crucea,44.53333,28.23333
Crucea,44.38333,27.15
Crovu Velculeştilor,45.06667,22.41667
Crovu,44.58947,25.53684
Crovu,44.18333,25.76667
Crovna,44.3659,23.65281
Croitori,44.95,24.8
Croitori,44.86667,23.86667
Croitori,44.57512,25.41356
Croitoreşti,44.8,24.13333
Croici,44.8315,23.09748
Croica,44.66786,23.12398
Crocna,46.32714,22.29517
Crizbav,45.81515,25.46718
Crivobara,45.91322,21.81746
Criviţeni,45.85,27.41667
Crivineni,45.33333,26.35
Crivina Mică,45.66667,26.03333
Crivina Mare,45.66667,26.03333
Crivina de Sus,45.84448,22.43483
Crivina,45.71667,25.76667
Crivina,45.651,22.12165
Crivina,45.58333,25.98333
Crivina,44.78636,26.05604
Crivina,44.50582,22.57214
Crivina,44.4313,25.78617
Crivești,47.3243,26.7824
Crivești,47.19898,26.93047
Crivești,46.09011,27.56178
Crivățu,44.95385,24.50411
Crivăț,44.19338,26.43846
Crivaia,46.88333,26.13333
Crivadia,45.46495,23.20612
Criva de Sus,44.37727,24.31854
Criva de Jos,44.37025,24.31415
Criva,45.56653,22.71852
Criva,44.24969,23.63288
Criț,46.12263,25.02019
Cristuru Secuiesc,46.28333,25.03333
Cristur-Șieu,47.12083,24.30294
Cristur Crișeni,47.26036,23.09547
Cristur,45.82936,22.94323
Cristorel,46.9648,23.46331
Cristolțel,47.24438,23.4047
Cristolţ,47.2,23.43333
Criștioru de Sus,46.41698,22.57413
Criştioru de Jos,46.41937,22.53457
Cristineşti,48.1,26.38333
Cristineşti,45.36667,26.98333
Cristian,45.78333,24.03333
Cristian,45.61667,25.46667
Cristeștii Ciceului,47.19326,24.09605
Cristeşti,46.25,23.41667
Cristeşti,47.63333,26.73333
Cristeşti,47.26667,26.56667
Cristești,47.17064,27.72402
Cristești,47.16224,27.08155
Cristeşti,46.5,24.48333
Cristești,46.46615,27.45531
Cristești,46.30135,22.59608
Cristești,46.27966,23.30439
Cristeşti,46.08333,27.96667
Criștelec,47.26375,22.72317
Cristeasca,44.79288,25.90611
Cristea,46.3,23.03333
Crişon,46.26667,26.76667
Crișeni,47.63931,22.68032
Crişeni,47.23333,23.05
Crișeni,46.75219,24.04807
Crișeni,46.41591,24.97324
Crișeni,46.04154,23.49032
Crişeni,45.73333,23.0
Crişcior,46.11667,22.86667
Crişana,45.75,21.21667
Crişana,46.61667,21.51667
Crișan,46.17068,22.79836
Crişan,44.96667,29.46667
Crișan,44.60262,28.17859
Criș,46.25058,22.90006
Criș,46.14363,24.69389
Crintești,44.85352,25.09537
Crinț,45.72313,23.79762
Crângu Sihlea,45.48333,27.1
Crângurile de Sus,44.76667,25.23333
Crângurile de Jos,44.74733,25.25749
Crângurile,44.99614,26.48797
Crânguri,44.20732,25.97962
Crângu Orli,45.11667,24.0
Crângu Nou,46.27313,27.56682
Crângu,44.98333,26.23333
Crângu,44.95,26.28333
Crâng,45.31667,26.35
Crângu,44.87406,24.15886
Crângu,44.46667,26.48333
Crângu,44.0956,27.85556
Crângu,43.84611,25.0735
Crângeni,45.49397,27.55803
Crângeni,44.03333,24.78333
Crângaşi,44.45,26.03333
Crângași,44.7,25.61667
Crâng,46.24557,27.61091
Crânceşti,46.81667,22.25
Crâmpotani,45.01667,24.7
Crâmpoia,44.30215,24.74513
Crihan,46.57078,26.8286
Crihalma,45.92605,25.20199
Cricovu Dulce,45.02193,25.6293
Criciova,45.63333,22.06667
Cricău,46.18333,23.56667
Crevelești,45.44976,26.58175
Crevenicu Mare,44.23333,25.58333
Crevenicu,44.24083,25.58861
Crevedia Mică,44.44151,25.61008
Crevedia Mare,44.42917,25.62556
Crevedia-Lac,44.58333,25.9
Crevedia de Sus,44.61667,25.9
Crevedia de Jos,44.6,25.91667
Crevedia,44.6,25.93333
Creţuleşti,44.6,25.95
Crețulești,44.69426,25.43499
Crețuleasca,44.53453,26.18759
Crețu,44.62505,25.83008
Creți,44.68416,24.51153
Crețeștii de Sus,46.63946,27.98023
Creţeştii de Jos,46.63333,27.95
Creţeşti,44.56667,23.13333
Crețești,46.35793,23.10589
Crețești,44.95204,23.435
Creţeşti,44.33333,23.68333
Crețești,44.28238,26.1353
Creţeni,44.68333,24.18333
Cresuia,46.70906,22.48121
Crestur,47.34943,22.23941
Creştia,46.93333,23.66667
Cremenea de Sus,44.60389,22.99056
Cremenea,46.55,26.93333
Cremenea,47.14645,23.72584
Cremenea,45.65,26.06667
Cremenea,45.03333,26.8
Cremenea,44.60688,23.01869
Cremenari,44.98152,24.31458
Credința,43.97861,28.24045
Creața,44.5967,26.27284
Creaca,47.2,23.25
Crasna Vișeului,47.82869,24.23
Crăsnășeni,46.67064,27.95688
Crasnaleuca,48.15717,26.95655
Crasna din Vale,45.16667,23.53333
Crasna din Deal,45.18506,23.54374
Crasna,46.91667,27.88333
Crasna,47.16667,22.9
Crasna,46.5079,27.83228
Crasna,45.58996,26.14445
Crasna,45.16667,23.5
Crăsanii de Sus,44.61667,26.81667
Crăsanii de Jos,44.60073,26.87809
Crăpăturile,44.8,23.91667
Cram,46.16667,22.6
Cralovăț,45.82798,21.62337
Craiva,46.18759,23.52622
Crairât,46.65595,23.81787
Craioviţa,44.31667,23.8
Craiva,46.58333,21.96667
Craiova,44.31667,23.8
Crai Nou,45.48822,21.0003
Crainimăt,47.07116,24.40138
Crainici,44.90315,22.87251
Crăiniceni,48.25,26.73333
Crăieşti,46.3,24.18333
Craidorolţ,47.61667,22.7
Crăguiș,45.62611,22.89856
Crăguești,44.75995,22.77316
Crăeşti,47.0,26.6
Crăiești,46.85535,27.18276
Crăiești,46.75771,24.42499
Crăești,46.61362,23.59048
Crăiești,46.387,27.34023
Crăiești,45.94314,27.81136
Cracu Peşterii,45.03333,22.41667
Cracu Muntelui,44.98614,22.75404
Cracu Mare,45.00738,22.52272
Cracu Lung,44.82614,22.69065
Cracu Cheii,45.03333,22.41667
Cracu Almăj,44.73799,21.85067
Crăciuneşti,46.56667,23.78333
Crăciuneşti,45.16667,26.38333
Crăciunești,47.95551,23.98267
Crăciunești,46.87076,27.53182
Crăciuneşti,46.4793,24.58234
Crăciuneşti,46.01667,23.86667
Crăciunești,44.81139,25.34403
Craciunelu de Sus,46.17223,24.18263
Crăciunelu de Jos,46.18333,23.83333
Crăciunel,46.18219,25.43276
Crăciuneii de Sus,44.15,24.66667
Crăciuneii de Jos,44.15,24.66667
Crăciunei,44.14575,24.66309
Cracăul Negru,47.09363,26.24061
Crăcăoani,47.09836,26.31111
Crăcăoani,47.01667,26.38333
Cracalia,48.01667,26.51667
Cozmeşti,46.08333,22.96667
Cozmeşti,45.05,24.96667
Cozmeşti,47.16684,26.76218
Cozmeşti,46.88333,27.98333
Cozmești,46.73375,27.50164
Cozmeni,46.22678,25.94209
Cozma,46.81667,24.53333
Cozla,47.34843,23.38486
Cozla,44.63311,22.00207
Cozieni,45.33333,26.48333
Cozieni,44.47923,26.30395
Cozia,47.00319,27.89434
Cozia,45.86855,22.84282
Cozia,45.11832,22.44111
Cozia,44.21491,22.71371
Cozberţaia,46.51667,25.03333
Cozăneşti,47.33333,25.45
Coza,45.90803,26.66911
Covrigi,44.73825,23.14921
Covragiu,45.62434,23.02147
Covrag,46.08495,27.33481
Coveș,45.98055,24.57259
Coverca,47.23109,25.39529
Covei,43.97397,23.42227
Covasna,47.00255,27.85106
Covasna,45.85,26.18333
Covăsinţ,46.2,21.6
Covacipeter,46.72313,25.72514
Covaci,45.83412,21.23285
Cotu Vameș,46.906,26.95535
Cotu Văii,43.82319,28.3464
Cotu Siretului,46.68333,26.93333
Coţuşca,48.13333,26.85
Cotuş,46.57544,24.67083
Cotu Paliu,44.36667,23.68333
Cotu Negru,46.23333,27.66667
Cotu Morii,47.3039,27.55004
Cotu Mihalea,45.39707,27.83999
Cotu Miculinți,48.18777,26.94624
Cotumba,46.49743,26.19112
Cotu Malului,44.75,25.18333
Cotu Lung,45.38921,27.82273
Cotu lui Ivan,47.27353,27.65354
Cotu lui Bălan,46.85,26.95
Cotu Iazului,47.45,26.3
Cotu Grosului,46.74049,26.93186
Cotu Dobei,47.58737,26.47338
Cotu Ciorii,45.06299,27.14229
Cotu Boeresei,46.81667,25.9
Cotu Bibescu,44.36667,23.68333
Cotu Băii,47.4193,26.28176
Cotu,47.59837,26.86101
Cotu,44.90032,24.59055
Cotu,44.90976,24.47707
Cotu,44.35503,23.69704
Cotros,45.71667,27.88333
Cotroceni,44.78333,24.9
Cotoroaia,44.64922,23.03398
Cotoroaia de Jos,44.63333,23.05
Cotoroaia,46.04398,27.64571
Cotormani,46.30484,25.90921
Cotorinău,46.72379,24.37166
Cotorga,44.3,24.75
Cotorca,44.82262,26.82585
Cotorca,44.77818,26.66268
Cotorbești,44.44917,23.92255
Cotorăști,46.33098,23.54606
Cotorani,44.35,25.43333
Coțofenii din Față,44.45971,23.65688
Coţofenii din Dos,44.43333,23.61667
Coţofenii de Sus,44.46667,23.65
Coţofăneşti,46.15,26.98333
Coțofenești,45.13262,25.99314
Coțofanca,44.38136,26.70237
Coţoci,46.46667,22.85
Cotnari,47.35,26.98333
Cotmeniţa,44.96667,24.61667
Cotmenița,44.89779,24.71172
Cotmeana,44.96667,24.61667
Cotmeana,44.59701,24.75735
Cotârgaşi,47.25,25.75
Cotârgaci,47.85463,26.54212
Cotârgaci,47.21637,27.16489
Cotina Schitu,44.51667,23.43333
Cotina,44.51667,23.43333
Cotiglet,46.88963,22.20152
Cotic,46.87207,27.36322
Coteşti,45.65,27.05
Coteşti,45.46667,23.28333
Cotești,45.19737,24.97518
Coteşti,44.45,24.36667
Coteni,47.95,26.28333
Coteni,46.53195,27.00181
Coteni,44.3103,25.83266
Coteni,43.87794,24.33984
Cotenești,45.23462,25.18617
Coteasca,45.13036,24.93907
Coteana,44.3,24.46667
Coțatcu,45.46643,27.01486
Cot,45.21667,25.01667
Coşurile,44.9,26.76667
Coșuleni,47.68357,26.75836
Coșula,47.6257,26.77827
Costuleni,47.03333,27.85
Costomiru,45.45905,26.85748
Coștiui,47.87931,24.03032
Coștiugeni,47.68563,27.04442
Costiţa,46.45,26.86667
Costiță,45.19773,25.00528
Costișata,45.17211,25.55796
Costișa de Sus,46.10035,27.41427
Costişa,47.92465,25.90688
Costişa,46.75,26.65
Costișa,46.17772,27.21086
Costișa,46.09468,27.42625
Costiș,45.02207,22.39779
Costineşti,43.95,28.63333
Costineşti,47.8,26.46667
Costâna,47.69265,26.119
Costileva,47.88092,25.23534
Costieni,46.43333,26.73333
Costieni,44.31667,25.91667
Costieni,45.53333,27.55
Costieni,45.27844,27.04155
Costi,45.49873,28.01779
Costeşti-Vâlsan,45.15,24.78333
Costeştii din Vale,44.65,25.48333
Costeștii din Deal,44.68132,25.48938
Costești-Deal,45.67692,23.19714
Costești,47.80032,26.67584
Costești,47.23428,26.92622
Costeşti,46.56667,23.8
Costeşti,46.5,27.75
Costești,46.48591,22.90667
Costești,46.40589,22.85689
Costești,45.70156,23.16566
Costești,45.1451,25.39027
Costeşti,45.15,24.06667
Costeşti,45.05,26.76667
Costești,44.98694,24.59673
Costești,44.92556,22.58482
Costești,44.73264,23.44491
Costeşti,44.66667,24.88333
Costeni,47.86667,26.88333
Costeni,47.53705,23.91465
Costeni,45.29907,26.02055
Costeni,45.01756,22.89543
Costeni,44.73333,23.16667
Coșteiu de Sus,45.9029,22.37068
Coşteiu,45.74111,21.84917
Costei,46.6,26.96667
Costeasca,44.48333,26.03333
Costeasca,47.38333,24.18333
Costani,46.65,23.13333
Costanda,44.4,23.08333
Costache Negri,45.7,27.71667
Coşovenii de Jos,44.23333,23.91667
Coşoveni,44.25,23.93333
Coșoteni,44.12158,25.02565
Cosota,45.08666,24.274
Cosoba Golescu,44.51667,25.81667
Cosoba Cristea,44.51667,25.81667
Cosoba,44.52268,25.81903
Coșoaia,44.27835,25.62585
Cosniciu de Sus,47.20835,22.61388
Cosniciu de Jos,47.21667,22.65
Coșnea,46.43165,26.07602
Coșna,47.37098,25.18133
Cosmina de Sus,45.16667,25.88333
Cosmina de Jos,45.15,25.88333
Cosmeștii-Vale,45.86931,27.28771
Cosmeşti,45.87017,27.31115
Cosmeşti,44.3,25.38333
Coslugea,44.11878,27.57872
Coslogeni,44.22638,27.49638
Coslegi,44.90424,26.15925
Coșlariu Nou,46.17569,23.68206
Coșlariu,46.15813,23.68871
Cosițeni,47.20242,27.23755
Cosițeni,46.07204,27.37627
Cosâmbeşti,44.55929,27.43441
Coșevița,45.87909,22.3908
Coşeşti,46.67488,27.4532
Cosești,45.89387,22.41942
Coşeşti,45.06667,24.86667
Coșeriu,46.81573,24.3787
Coșeri,44.78333,25.05
Coşereni,44.68333,26.56667
Coşereni,44.53333,24.7
Coşereni,44.19525,24.18486
Coșerele,45.08742,26.25545
Coșeni,45.81221,25.79997
Coşeiu,47.31667,22.98333
Coșdeni,46.76954,22.2748
Coşca,46.68219,27.47346
Coşbuc,47.3654,24.39115
Coșava,45.84828,22.31197
Coșarii,45.92774,21.73531
Coșani,45.00788,24.19188
Cosaci,45.27684,24.78523
Corzu,44.45424,23.1691
Corvinești,47.01713,24.26014
Corușu,46.84544,23.50086
Corund,47.42219,22.86922
Corund,46.46667,25.18333
Corunca,46.52075,24.61792
Coruia,47.56335,23.59653
Corugea,44.73565,28.33954
Corșoru,45.07915,23.79337
Corsconi,45.45,23.26667
Corpadea,46.79195,23.8281
Corpaci,47.86508,26.17152
Coropceni,46.94193,27.8371
Coroiu,47.13333,26.0
Coroi,46.59185,21.95367
Coroi,46.4091,24.63389
Coroiu,46.10512,27.54429
Coroisânmartin,46.4,24.6
Coroieşti,46.36667,22.96667
Coroieşti,46.25,27.48333
Coroieștii de Sus,46.2629,27.49047
Coroeştii de Jos,46.25,27.48333
Coroiești,46.43931,27.67243
Coroiești,46.3563,22.81727
Coroieni,47.36667,23.76667
Corodești,46.52931,27.51279
Corod,47.7631,23.01289
Corod,45.9,27.61667
Corocăiești,47.63333,26.48333
Corobeţi,44.95,24.95
Corobeţi,44.8,23.15
Corobeşti,45.11667,23.55
Corobănești,46.51544,27.4658
Corobăi,44.8,23.15
Coroana,43.76111,28.38879
Cornuțel,45.43489,22.09556
Cornu Negru,47.53333,27.45
Cornu Malului,44.9,27.75
Cornu Luncii,47.46667,26.15
Cornu de Sus,45.16667,25.7
Cornu de Sus,44.84246,26.23961
Cornu de Jos,45.15665,25.70452
Cornu de Jos,44.83949,26.2702
Cornu,47.88333,25.41667
Cornu,46.22123,23.81515
Cornu,44.234,23.27564
Cornițel,46.98426,22.64344
Cornița,44.45244,23.49165
Cornișoru,45.52059,22.56238
Cornișești,46.82864,22.23524
Cornişani,44.73333,23.48333
Cornii de Sus,46.21805,27.1826
Cornii de Jos,46.20401,27.19353
Corni-Albești,46.51813,27.87171
Corni,47.41667,26.73333
Corni,46.68861,28.0475
Corni,47.65,26.58333
Corni,47.47832,23.01904
Corni,47.47377,26.56126
Corni,47.04138,26.4861
Corni,45.85,27.76667
Corni,44.73143,25.68613
Cornetu din Vale,44.35,25.93333
Cornetu,45.50456,27.05305
Cornetu,45.35,26.38333
Cornetu,44.73826,23.61992
Cornetu,44.44053,23.7924
Cornetu,44.34167,25.94083
Corneţelu,46.48333,26.56667
Cornet,46.49439,26.59568
Cornet,45.9,26.8
Cornet,45.16965,23.88004
Corneşu,44.4,24.26667
Corneşti,44.61667,26.05
Corneşti,48.2,26.6
Cornești,47.81675,23.96812
Corneşti,47.25,26.93333
Cornești,47.10703,27.51276
Corneşti,47.03333,23.68333
Cornești,46.88869,23.329
Cornești,46.76735,26.92743
Cornești,46.5226,23.69058
Cornești,46.45471,24.58363
Corțești,46.45,23.3
Cornești,46.29218,24.21277
Cornești,45.91236,21.2258
Cornești,45.00422,23.15466
Corneşti,44.78333,25.86667
Corneşti,44.73333,24.65
Cornereva,45.06667,22.41667
Corneni,47.0754,23.74728
Corneanu,45.36067,26.54466
Cornea,45.03333,22.31667
Cornățelu,46.32643,27.35918
Cornăţelu,44.75,25.66667
Cornățelu,44.68461,24.47053
Cornăţel,46.2,23.03333
Cornățel,46.1309,27.04499
Cornățel,45.8002,24.35616
Cornățel,44.57972,24.95487
Corna,46.28867,23.12542
Corn,47.01667,22.61667
Cormoş,46.35,25.8
Cormeniș,47.35199,23.51675
Cormaia,47.36667,24.68333
Corlăteşti-Sârbi,44.18333,24.25
Corlăteşti,46.43333,27.7
Corlătești,44.91341,26.08726
Corlăteşti,44.1854,24.24597
Corlăteni,47.93333,26.55
Corlate,44.18333,23.31667
Corlăţel,44.39861,22.93306
Corlata,47.54213,26.05344
Corlata,45.83333,25.6
Corjăuți,48.03366,26.27447
Corineşti,46.13333,22.78333
Corhana,46.98032,26.80997
Corhana,46.55,26.85
Coroiești,45.48333,23.0
Cordun,47.55,26.91667
Cordun,46.95,26.86667
Cordun,44.68651,23.04456
Cordoș,46.51285,24.02304
Cordeni,46.61667,27.88333
Cordău,46.95,21.98333
Cordărenii Noi,48.0,26.58333
Cordăreni,47.98333,26.58333
Corcova,44.7,23.05
Corcoteşti,44.81667,24.15
Corcoianu,45.31667,26.38333
Corcodel,46.94437,27.55051
Corcioveni,46.07071,27.36731
Corcanu,44.83333,27.56667
Corbu Vechi,45.47167,27.67581
Corbu Nou,45.40996,27.59191
Corbuleţu,44.5,24.71667
Corbu de Sus,44.41667,28.65
Corbu,45.11667,24.85
Corbu,44.48333,23.5
Corbu,44.41667,23.85
Corbu,46.98333,25.7
Corbu,46.58254,27.70801
Corbu,46.23333,26.86667
Corbu,45.35412,24.26595
Corbu,45.32108,26.24936
Corbu,44.85658,26.7079
Corbu,44.5485,24.40649
Corbu,44.48333,24.71667
Corbu,44.38333,28.65
Corbșori,45.25323,24.8241
Corboaia,47.36106,22.53103
Corbiţa,46.15,27.3
Corbii Mari,44.55,25.5
Corbii din Vale,44.99219,24.46357
Corbi,45.7765,24.69581
Corbi,45.28333,24.8
Corbești,46.88749,22.23666
Corbești,46.42866,24.59201
Corbești,46.07567,22.38859
Corbeni,44.37929,24.11
Corbeni,45.32606,27.48804
Corbeni,45.3,24.65
Corbeanca,44.6,26.05
Corbeanca,44.47836,25.56981
Corbasca Nouă,46.28333,27.15
Corbasca,46.28333,27.16667
Corbabu,44.41667,23.85
Coramnic,44.74667,22.40833
Corabia,43.78333,24.5
Copuzu,45.15,23.46667
Copuzu,44.6028,26.89953
Copşa Mică,46.11667,24.25
Copșa Mare,46.13375,24.55073
Copru,46.87454,24.20493
Coplean,47.19766,23.82671
Copand,46.42013,23.98116
Copalnic Mănăştur,47.5,23.68333
Copalnic,47.52042,23.65563
Copălău,47.61667,26.83333
Copaciu,44.18178,25.76921
Copăcioasa,45.03327,23.43355
Copăcioasa,44.78333,22.91667
Copăcioasa,44.78031,22.91024
Copăcioasa,44.63333,23.48333
Copaci,45.59125,22.9033
Copăcești,46.09088,27.12035
Copăceni Sfântu Ion,44.26667,26.1
Copăceni-Mânăstirea,44.26667,26.08333
Copăceni,44.26297,26.09374
Copăceni,46.77275,22.18987
Copăceni,46.59675,23.73886
Copăceni,45.39386,24.31455
Copăceni,45.17079,25.24375
Copăceni,45.0,23.98333
Copăceni,45.0,23.15
Copăcelu,45.06762,24.31161
Copăcele,45.5,22.1
Copăcel,46.98333,22.16667
Copăcel,45.74585,24.99501
Copăceanca,46.98444,28.06028
Copăceana,46.35517,28.06343
Continitu,46.85,24.08333
Conţeştii de Sus,44.98333,25.01667
Conţeştii de Sus,44.68333,25.63333
Conţeştii de Jos,44.98333,25.0
Conțești,47.3096,26.65605
Conţeşti,46.95,26.48333
Conțești,46.16628,27.08477
Conțești,44.98494,25.01032
Conțești,44.68518,25.63879
Conţeşti,43.8,25.48333
Contea,44.70569,23.89147
Constantin Gabrielescu,45.07234,27.63815
Constantinești,45.29143,27.48306
Constantinești,44.59443,24.50165
Constantin Daicoviciu,45.55,22.15
Constanţa,44.18073,28.63432
Conop,46.10186,21.8797
Conduratu,44.97236,26.43365
Conduleşti,44.75,23.0
Condreni,47.2,26.33333
Condrea,46.54111,28.21651
Condrea,45.70927,27.43145
Condrache,46.3,27.2
Condoiești,44.59797,24.24423
Condeiești,44.75354,23.26452
Condeești,44.62761,26.69147
Conceşti,48.16667,26.55
Conacu,47.65,26.23333
Conacu,43.98918,28.17429
Comșești,46.63327,23.67168
Comoșteni,43.87405,23.86356
Comorâţa,47.26667,23.78333
Comorâște,45.18175,21.56299
Comori,46.7358,24.89691
Comolău,45.85,25.9
Comoara,44.11308,25.50747
Comloșu Mic,45.85173,20.66856
Comloşu Mare,45.89056,20.62722
Comlod,46.85881,24.44293
Comlăușa,48.05235,23.15581
Comlăuş,46.35,21.51667
Comişani,44.88333,25.58333
Comiat,46.49296,25.94339
Comeat,45.96114,21.61618
Comasca,43.95135,26.04809
Comarnici,45.4,26.41667
Comarnic,45.25,25.63333
Comarna,47.05,27.78333
Comănița,44.56493,24.34767
Comănicea,44.48537,23.33123
Comani,44.18286,24.4916
Comăneşti,48.15,26.41667
Comănești,47.66939,25.98836
Comănești,46.51007,22.04449
Comăneşti,46.42135,26.43645
Comănești,46.2655,25.44122
Comănești,46.09924,27.9671
Comăneşti,44.96667,23.5
Comănești,44.9361,22.86713
Comănești,44.4222,24.13271
Comăneasca,45.22287,27.69971
Comandău,45.76667,26.26667
Comanda,44.64863,23.16413
Comanca,45.23652,24.22569
Comanca,44.0779,24.35863
Comana de Sus,45.9,25.26667
Comana de Jos,45.91375,25.23129
Comanacu,44.88333,25.83333
